populations.8,full,Id,Bamberg,species,CLONE,continent,region,status
6,PI_407410_S95_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_407410,4,tbr,MULTA,europe,netherlands,cultivated
6,PI407411_S3_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI407411,4,tbr,SATURNA,europe,netherlands,cultivated
6,PI_407412_S86_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_407412,4,tbr,VORAN,europe,germany,cultivated
6,PI_407416_S4_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_407416,4,tbr,ARRAN PILOT,europe,UK,cultivated
6,PI_407417_S40_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_407417,4,tbr,BINTJE,europe,netherlands,cultivated
6,PI_407419_S57_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_407419,4,tbr,EERSTELING DUKE OF YORK,europe,UK,cultivated
6,PI_407420_S94_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_407420,4,tbr,KING EDWARD,europe,UK,cultivated
6,PI_407421_S32_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_407421,4,tbr,MAJESTIC,europe,UK,cultivated
6,PI_407425_S39_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_407425,4,tbr,UP TO DATE,europe,UK,cultivated
6,PI_423632_S29_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_423632,4,tbr,KAMERAZ,europe,russia,cultivated
6,PI_423648_S3_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_423648,4,tbr,SASKIA,europe,netherlands,cultivated
6,PI_423649_S6_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_423649,4,tbr,VOKAL,europe,netherlands,cultivated
6,PI_423661_S63_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_423661,4,tbr,EIGENHEIMER,europe,netherlands,cultivated
6,PI_423662_S2_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_423662,4,tbr,LIBERTAS,europe,netherlands,cultivated
6,PI_423669_S47_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_423669,4,tbr,VEKARO,europe,netherlands,cultivated
6,PI_423670_S15_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_423670,4,tbr,VIVAKS,europe,netherlands,cultivated
6,PI_451705_S65_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_451705,4,tbr,MARIS BARD,europe,UK,cultivated
6,PI_451706_S5_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_451706,4,tbr,CROFT,europe,UK,cultivated
6,PI_451707_S78_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_451707,4,tbr,PENTLAND DELL,europe,UK,cultivated
6,PI_451708_S28_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_451708,4,tbr,PENTLAND JAVELIN,europe,UK,cultivated
6,PI_451709_S13_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_451709,4,tbr,PENTLAND SQUIRE,europe,UK,cultivated
6,PI_462333_S41_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_462333,4,tbr,VITA,europe,russia,cultivated
6,PI_475775_S3_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_475775,4,tbr,CRAIGS SNOWWHITE,europe,UK,cultivated
6,PI_475776_S72_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_475776,4,tbr,PENTLAND ACE,europe,UK,cultivated
6,PI_475781_S53_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_475781,4,tbr,LOSHITSKY,europe,belarus,cultivated
5,PI_491542_S75_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_491542,4,tbr,MONSERRATE,South American ,mexico,cultivated
3,PI511845_S38_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI511845,4,tbr,SERRANA INTA,South American ,argentina,cultivated
7,PI511856_S41_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI511856,4,tbr,CAPIRO,South American ,colombia,cultivated
6,PI_515921_S78_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_515921,4,tbr,GRANOLA,europe,germany,cultivated
3,PI_518592_S7_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_518592,4,tbr,PAPA AMARGA,South American ,uruguay,cultivated
6,PI_527881_S65_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527881,4,tbr,RODBROKIG,europe,sweden ,cultivated
6,PI_527882_S71_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527882,4,tbr,ROFA,europe,russia,cultivated
6,PI_527893_S64_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527893,4,tbr,IRIS,europe,germany,cultivated
6,PI_527897_S52_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527897,4,tbr,DRAYTON,europe,UK,cultivated
6,PI_527906_S94_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527906,4,tbr,PENTLAND CROWN,europe,UK,cultivated
6,PI_527922_S70_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527922,4,tbr,JASMIN,europe,poland,cultivated
6,PI_527923_S53_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527923,4,tbr,PERKOZ,europe,poland,cultivated
6,PI_527925_S88_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527925,4,tbr,OTTAR,europe,norway,cultivated
6,PI_527926_S60_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527926,4,tbr,TROLL,europe,norway,cultivated
6,PI_527927_S77_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527927,4,tbr,RUTT,europe,norway,cultivated
6,PI_527929_S95_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527929,4,tbr,SUPER,europe,romania,cultivated
4,PI_527977_S82_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527977,4,tbr,LOW BAY,South American ,chile,landrace
5,PI_527978_S76_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527978,4,tbr,LOMAN,South American ,guatemala,cultivated
7,PI_527979_S89_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_527979,4,tbr,SANTO AMOR,South American ,brazil,cultivated
7,PI527980_S17_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI527980,4,tbr,ARACY,South American ,brazil,cultivated
6,PI537035_S39_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI537035,4,tbr,STOBRAWA,europe,poland,cultivated
6,PI_537040_S47_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_537040,4,tbr,KINGSTON,europe,UK,cultivated
6,PI_537045_S87_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_537045,4,tbr,PENTLAND MARBLE,europe,UK,cultivated
20,PI_584993_S33_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_584993,4,phu,IVP 48,europe,netherlands,genetic material
6,PI_587046_S24_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587046,4,tbr,UKAMA,europe,netherlands,cultivated
6,PI587048_S15_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI587048,4,tbr,ARMA,europe,UK,cultivated
6,PI_587049_S41_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587049,4,tbr,MILA,europe,poland,cultivated
6,PI_587050_S23_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587050,4,tbr,URAN,europe,poland,cultivated
6,PI_587051_S42_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587051,4,tbr,CORINE,europe,netherlands,cultivated
6,PI_587052_S25_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587052,4,tbr,OMEGA,europe,germany,cultivated
20,PI_587053_S29_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587053,4,tbr,CFK-69-1,South American ,unknown,unknown
6,PI_587054_S22_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587054,4,tbr,ZAREWO,europe,ukraine,cultivated
6,PI587063_S2_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI587063,4,tbr,PRIEKULSKY RANNY,europe,latvia,cultivated
6,PI587064_S32_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI587064,4,tbr,NEVSKII,europe,russia,cultivated
6,PI_587065_S4_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587065,4,tbr,ANETT,europe,germany,cultivated
5,PI587067_S47_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI587067,4,tbr,TOLLOCAN,South American ,mexico,cultivated
2,PI_587068_S30_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587068,4,tbr,MARIA,South American ,peru,cultivated
7,PI_587069_S10_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587069,4,tbr,SANTA CATALINA,South American ,ecuador,cultivated
20,PI_587072_S18_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587072,4,tbr,KENYA BARAKA,africa,kenya,cultivated
2,PI_587073_S6_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587073,4,tbr,GABRIELA,South American ,peru,cultivated
6,PI_587077_S71_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587077,4,tbr,SPUNTA,europe,netherlands,cultivated
6,PI_587084_S81_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_587084,4,tbr,NEVSKY-3RD,europe,russia,cultivated
6,PI_595403_S40_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_595403,4,tbr,POLIOT,europe,russia,cultivated
6,PI_595405_S82_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_595405,4,tbr,SEDOV,europe,russia,cultivated
6,PI_595406_S46_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_595406,4,tbr,SYR-9,europe,russia,cultivated
2,PI_595415_S87_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_595415,4,tbr,CHASKA,South American ,peru,cultivated
6,PI_595420_S19_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_595420,4,tbr,AURA,europe,france,cultivated
6,PI_595424_S93_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_595424,4,tbr,MANDEL,europe,sweden ,cultivated
6,PI_595425_S1_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_595425,4,tbr,MARIJKE,europe,netherlands,cultivated
14,PI595438_S35_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI595438,4,juz,AZUL LUK'I,South American ,bolivia,landrace
10,PI_595444_S17_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_595444,4,tbradg,QOYLLU,South American ,bolivia,landrace
4,PI_595492_S40_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_595492,4,tbr,GUADACHO - SC 4425,South American ,chile,landrace
20,PI_597782_S74_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_597782,4,tbr,COLIBAN,australia,australia,cultivated
14,PI_599259_S34_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_599259,2,juz,LUCKY,South American ,bolivia,landrace
20,PI_604211_S37_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_604211,4,tbr,82-222-1,South American ,bolivia,genetic material
10,PI_607472_S28_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_607472,4,tbradg,KHUCHI AKITA,South American ,bolivia,landrace
6,PI_607475_S45_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_607475,4,tbr,NICOLA,europe,germany,cultivated
6,PI_607480_S21_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_607480,4,tbr,JAMTLANDS VIT,europe,sweden ,cultivated
6,PI_607482_S27_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_607482,4,tbr,SORT FRA AUKRUST,europe,norway,cultivated
6,PI_607483_S39_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_607483,4,tbr,BJORNA,europe,sweden ,cultivated
8,PI607491_S14_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI607491,4,tbradg,CUCHIPA ISMAYNIN - SA-1356,South American ,peru,landrace
2,PI_607494_S23_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_607494,4,tbr,AMARILLO,South American ,peru,cultivated
8,PI_607495_S29_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_607495,4,tbradg,CHAUCHA AMARILLA,South American ,peru,landrace
4,PI_607497_S22_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_607497,4,tbr,PAPA CHONCA,South American ,chile,landrace
8,PI_607498_S17_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_607498,4,tbradg,RUNTU HUAYRO,South American ,peru,landrace
2,PI607502_S13_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI607502,4,tbr,TACNA,South American ,peru,cultivated
8,PI_611072_S91_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_611072,4,tbradg,YANA IMILLA,South American ,peru,landrace
5,PI_611108_S9_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_611108,4,tbr,MICHOACAN,South American ,mexico,cultivated
2,PI_619135_S24_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619135,4,tbr,YANA,South American ,peru,cultivated
5,PI_619136_S68_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619136,4,tbr,CRUZA 148,South American ,mexico,cultivated
8,PI619137_S37_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI619137,4,tbradg,SA-450,South American ,peru,landrace
8,PI_619139_S36_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619139,4,tbradg,OJO DE BUEY,South American ,peru,cultivated
8,PI_619140_S30_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619140,4,tbradg,SANATANLALLA,South American ,peru,landrace
8,PI619141_S7_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI619141,4,tbradg,HUAGALINA,South American ,peru,landrace
8,PI619142_S31_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI619142,4,tbradg,BADULAQUE,SouthAmerican,peru,landrace
8,PI_619144_S21_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619144,4,tbradg,PIRAMPO,South American ,peru,landrace
8,PI_619145_S45_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619145,4,tbradg,TARMELINA,South American ,peru,landrace
8,PI_619146_S46_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619146,4,tbradg,PAQOCHA O MURU URENA,South American ,peru,landrace
11,PI_619148_S10_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619148,4,tbradg,CORAZON ROSADO,South American ,argentina,landrace
20,PI_619149_S12_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619149,4,tbr,DG-D4-21,europe,poland,genetic material
20,PI_619151_S66_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619151,4,tbr,97A-77,europe,poland,genetic material
6,PI_619152_S28_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619152,4,tbr,MEDUZA,europe,poland,cultivated
6,PI_619155_S67_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619155,4,tbr,REZERV,europe,russia,cultivated
6,PI_619156_S34_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619156,4,tbr,DOBRO,europe,belarus,cultivated
2,PI_619158_S40_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_619158,4,tbr,V-3,South American ,peru,cultivated
6,PI_629019_S34_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_629019,4,tbr,SYLVIA (CPVPA),europe,france,cultivated
6,PI_629020_S19_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_629020,4,tbr,CYNTHIA,europe,france,cultivated
6,PI_629023_S13_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_629023,4,tbr,MARINE,europe,france,cultivated
20,PI_630949_S42_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_630949,4,tbr,97A-51,europe,poland,genetic material
20,PI_630952_S50_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_630952,4,tbr,A97084-44,South American ,mexico,genetic material
20,PI_630953_S48_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_630953,4,tbr,EGA 9706-14,South American ,mexico,genetic material
20,PI_631416_S31_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_631416,4,tbr,DG-D8-330,europe,poland,genetic material
20,PI_631417_S7_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_631417,4,tbr,97A-64,europe,poland,genetic material
20,PI_631418_S1_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_631418,4,tbr,97A-68,europe,poland,genetic material
8,PI_631419_S68_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_631419,4,tbradg,GARHUASH HUAYRO,South American ,peru,landrace
20,PI_633600_S2_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_633600,4,tbr,A9520-05,South American ,mexico,genetic material
6,PI633601_S12_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI633601,4,tbr,EDEN,europe,UK,cultivated
6,PI633602_S18_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI633602,4,tbr,SHERIFF,europe,UK,cultivated
6,PI633604_S24_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI633604,4,tbr,TEENA,europe,UK,cultivated
6,PI633605_S30_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI633605,4,tbr,TORRIDON,europe,UK,cultivated
6,PI_633606_S14_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_633606,4,tbr,CHARLOTTE,europe,france,cultivated
2,PI_634530_S11_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_634530,4,tbr,REICHE,South American ,peru,cultivated
2,PI634531_S9_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI634531,4,tbr,COSTANERA,South American ,peru,cultivated
2,PI_634532_S27_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_634532,4,tbr,CANCHAN - INIA,South American ,peru,cultivated
2,PI_634533_S33_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_634533,4,tbr,PERRICHOLI,South American ,peru,cultivated
2,PI_634534_S17_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_634534,4,tbr,YUNGAY,South American ,peru,cultivated
20,PI_634776_S20_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_634776,4,tbr,BORA VALLEY,asia,s. korea,cultivated
20,PI_634777_S26_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_634777,4,tbr,EARLY VALLEY,asia,s. korea,cultivated
20,PI_634778_S32_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_634778,4,tbr,GOGU VALLEY,asia,s. korea,cultivated
20,PI_634780_S38_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_634780,4,tbr,PURPLE VALLEY,asia,s. korea,cultivated
20,PI_635116_S4_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_635116,4,tbr,BP1,africa,s. africa,cultivated
6,PI_639204_S73_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_639204,4,tbr,ALWARA,europe,germany,cultivated
8,PI642181_S36_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI642181,4,tbradg,YURACC CCOMPIS,South American ,peru,landrace
8,PI642182_S42_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI642182,4,tbradg,YANA MACUCO,South American ,peru,landrace
8,PI642183_S48_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI642183,4,tbradg,CHUNGUINA,South American ,peru,landrace
8,PI_642184_S1_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642184,4,tbradg,SUYTU VILQUINA,South American ,peru,landrace
8,PI_642185_S7_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642185,4,tbradg,GAYNA,South American ,peru,landrace
8,PI_642186_S13_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642186,4,tbradg,YUGUIMA,South American ,peru,landrace
8,PI_642187_S19_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642187,4,tbradg,PACIENCIA,South American ,peru,landrace
8,PI_642188_S25_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642188,4,tbradg,POLLUNTA CHATA,South American ,peru,landrace
12,PI_642189_S31_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642189,4,tbradg,RUBI,South American ,colombia,landrace
2,PI_642429_S9_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642429,4,tbr,UNICA,South American ,peru,cultivated
20,PI_642430_S15_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642430,4,tbr,GUI VALLEY,asia,s. korea,cultivated
8,PI_642438_S37_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642438,4,tbradg,ALCCA IMILLA,South American ,peru,landrace
8,PI_642439_S21_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642439,4,tbradg,CANASTA,South American ,peru,landrace
8,PI_642440_S43_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642440,4,tbradg,GARHUASH SUITO,South American ,peru,landrace
8,PI_642441_S2_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642441,4,tbradg,HUICHIRI,South American ,peru,landrace
10,PI_642442_S27_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642442,4,tbradg,JANCKO PHINU,South American ,bolivia,landrace
8,PI_642444_S14_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642444,4,tbradg,PUCA TROMBOS,South American ,peru,landrace
8,PI_642446_S20_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_642446,4,tbradg,OKELLA QUEHUILLO,South American ,peru,landrace
8,PI645563_S23_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI645563,4,tbradg,CASA BLANCA,South American ,peru,landrace
20,PI_653760_S81_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_653760,4,tbr,ROSE VALLEY,asia,s. korea,cultivated
8,PI653761_S45_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI653761,4,tbradg,YANA HUALASH,South American ,peru,landrace
20,PI_653830_S33_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_653830,4,tbr,HERM 18 - haploid inducer,North America,US,genetic material
20,PI_654350_S3_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_654350,4,tbr,STICK VALLEY,asia,s. korea,cultivated
10,PI654354_S21_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI654354,4,tbradg,SOLIMAN,South American ,bolivia,landrace
2,PI_657132_S39_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657132,4,tbr,SANTA ANA,South American ,peru,cultivated
2,PI_657133_S45_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657133,4,tbr,MARIA HUANCA,South American ,peru,cultivated
2,PI_657134_S26_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657134,4,tbr,KINIGI,South American ,peru,cultivated
2,PI_657135_S4_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657135,4,tbr,MUZIRANZARA,South American ,peru,cultivated
2,PI_657137_S16_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657137,4,tbr,UNALM GUISI,South American ,peru,cultivated
2,PI_657138_S22_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657138,4,tbr,MURUTA,South American ,peru,cultivated
2,PI_657139_S28_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657139,4,tbr,ENFULA,South American ,peru,cultivated
2,PI_657140_S34_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657140,4,tbr,VICTORIA (PE),South American ,peru,cultivated
2,PI_657141_S40_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657141,4,tbr,DHEERA,South American ,peru,cultivated
7,PI_657142_S5_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657142,4,tbr,INIAP FRIPAPA 99,South American ,ecuador,cultivated
2,PI_657143_S11_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657143,4,tbr,BASADRE,South American ,peru,cultivated
20,PI_657144_S17_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657144,4,tbr,C97.007,South American ,peru,genetic material
20,PI_657145_S23_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657145,4,tbr,H96.316,South American ,peru,genetic material
20,PI_657146_S29_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657146,4,tbr,CIP 396286.7,South American ,peru,genetic material
8,PI_657147_S35_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_657147,4,tbradg,ALCA TARMA,South American ,peru,landrace
8,PI658587_S33_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI658587,4,tbradg,GUINCHO NEGRA,South American ,peru,landrace
6,PI_658588_S79_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_658588,4,tbr,ASTER,europe,poland,cultivated
6,PI_658589_S83_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_658589,4,tbr,URSUS,europe,poland,cultivated
9,PI660358_S27_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI660358,4,tbradg,LEONA - OCH 10229,South American ,ecuador,landrace
11,PI660359_S26_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI660359,4,tbradg,NEGRA OJOSA,South American ,argentina,landrace
6,PI_661981_S47_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_661981,4,tbr,ASUN,europe,spain,cultivated
6,PI_661982_S32_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_661982,4,tbr,BARBARA,europe,germany,cultivated
6,PI_661983_S38_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_661983,4,tbr,BZURA,europe,poland,cultivated
6,PI_661984_S6_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_661984,4,tbr,FINA DE CARBALLO,europe,spain,cultivated
6,PI_661985_S44_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_661985,4,tbr,GORBEA,europe,spain,cultivated
6,PI_661986_S12_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_661986,4,tbr,GOYA,europe,spain,cultivated
6,PI_661987_S18_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_661987,4,tbr,IKER,europe,spain,cultivated
6,PI_661988_S24_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_661988,4,tbr,NAGORE,europe,spain,cultivated
6,PI_661989_S30_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_661989,4,tbr,PIROLA,europe,germany,cultivated
7,PI_661990_S36_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_661990,4,tbr,PASTUSA SUPREMA,South American ,colombia,cultivated
6,PI_662322_S72_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_662322,4,tbr,PICASSO,europe,netherlands,cultivated
12,PI_662323_S48_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_662323,4,tbradg,ROJA NARINO,South American ,colombia,landrace
8,PI_662324_S3_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_662324,4,tbradg,LLUNCHUYWAQACHI,South American ,peru,landrace
1,PI_662325_S42_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_662325,4,tbr,BLUE SHETLAND,North America,canada,cultivated
6,PI_664473_S7_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_664473,4,tbr,BISON (D),europe,germany,cultivated
8,PI_664474_S15_R1_001_cutadapt_bowtie_sort_rg_marked.bam,PI_664474,4,tbradg,YANAMATA,South American ,peru,landrace
